English Word	Valence	Arousal	Dominance	Khmer Word
reprogram	0.519	0.404	0.557	កម្មវិធីឡើងវិញ
reptile	0.350	0.566	0.365	សត្វល្មូន
republic	0.635	0.340	0.830	សាធារណរដ្ឋ
republican	0.398	0.551	0.664	សាធារណរដ្ឋ
repudiation	0.167	0.686	0.274	ការបដិសេធ
repugnance	0.062	0.684	0.425	ការស្អប់ខ្ពើម
repugnant	0.061	0.735	0.453	គួរឱ្យស្អប់ខ្ពើម
repulsion	0.247	0.673	0.353	ការច្រានចោល
repulsive	0.146	0.775	0.425	គួរឱ្យស្អប់ខ្ពើម
repurchase	0.531	0.592	0.557	ការទិញយកមកវិញ
reputable	0.781	0.462	0.919	ល្បីឈ្មោះ
reputation	0.740	0.542	0.721	កេរ្តិ៍ឈ្មោះ
repute	0.729	0.500	0.702	កេរ្តិ៍ឈ្មោះ
reputed	0.439	0.528	0.627	ល្បីឈ្មោះ
request	0.625	0.471	0.618	សំណើ
requiem	0.475	0.382	0.426	Requiem
require	0.398	0.439	0.560	ទាមទារ
required	0.583	0.509	0.700	ទាមទារ
requirement	0.510	0.439	0.728	តម្រូវការ
requisite	0.448	0.363	0.609	តម្រូវការ
requisition	0.478	0.510	0.649	សំណើ
reread	0.448	0.377	0.492	អានឡើងវិញ
reroute	0.540	0.598	0.598	ប្តូរផ្លូវ
rerun	0.333	0.620	0.529	ដំណើរការឡើងវិញ
reschedule	0.438	0.422	0.537	កាលវិភាគឡើងវិញ
rescind	0.347	0.380	0.391	បោះបង់
rescission	0.333	0.529	0.360	រុះរើ
rescue	0.806	0.926	0.850	ការសង្គ្រោះ
research	0.633	0.663	0.741	ស្រាវជ្រាវ
researcher	0.569	0.510	0.857	អ្នកស្រាវជ្រាវ
resection	0.375	0.482	0.500	ការវះកាត់
resemblance	0.743	0.216	0.570	ភាពស្រដៀងគ្នា
resemble	0.602	0.388	0.463	ស្រដៀង
resembling	0.592	0.250	0.529	ប្រហាក់ប្រហែល
resent	0.073	0.553	0.163	អន់ចិត្ត
resentful	0.120	0.608	0.324	អន់ចិត្ត
resentment	0.163	0.745	0.528	ការអាក់អន់ចិត្ត
reservation	0.688	0.343	0.561	ការកក់ទុក
reserve	0.585	0.289	0.589	បម្រុង
reserved	0.594	0.316	0.583	បម្រុង
reserves	0.653	0.363	0.520	ទុនបម្រុង
reservoir	0.531	0.276	0.462	អាងស្តុកទឹក
reset	0.490	0.450	0.574	កំណត់ឡើងវិញ
reside	0.451	0.440	0.455	ស្នាក់នៅ
residence	0.615	0.382	0.585	លំនៅដ្ឋាន
residences	0.618	0.418	0.509	លំនៅដ្ឋាន
residency	0.694	0.357	0.679	ការស្នាក់នៅ
resident	0.592	0.327	0.500	អ្នកស្រុក
residential	0.720	0.210	0.589	លំនៅដ្ឋាន
residual	0.448	0.288	0.327	សំណល់
residue	0.354	0.330	0.183	សំណល់
resign	0.250	0.543	0.273	លាលែងពីតំណែង
resignation	0.145	0.392	0.310	ការលាលែងពីតំណែង
resigned	0.240	0.170	0.268	បានលាលែងពីតំណែង
resilience	0.531	0.440	0.667	ភាពធន់
resilient	0.542	0.540	0.801	ធន់
resin	0.284	0.308	0.400	ជ័រ
resist	0.414	0.676	0.651	ទប់ទល់
resistance	0.427	0.694	0.796	ការតស៊ូ
resistant	0.592	0.585	0.815	ធន់
resisting	0.408	0.776	0.789	ទប់ទល់
resistive	0.396	0.519	0.651	ធន់
resolute	0.771	0.510	0.712	តាំងចិត្ត
resolutely	0.714	0.453	0.805	យ៉ាងម៉ឺងម៉ាត់
resolution	0.780	0.550	0.745	ដំណោះស្រាយ
resolve	0.710	0.472	0.750	ដោះស្រាយ
resolved	0.735	0.357	0.683	ដោះស្រាយ
resonance	0.541	0.426	0.629	អនុភាព
resonant	0.542	0.633	0.663	បន្ទរ
resonate	0.582	0.610	0.644	បន្លឺឡើង
resonator	0.469	0.608	0.519	ឧបករណ៍បំពងសំឡេង
resort	0.573	0.441	0.632	រមណីយដ្ឋាន
resounding	0.490	0.708	0.596	បន្លឺឡើង
resource	0.740	0.357	0.749	ធនធាន
resourceful	0.906	0.704	0.886	ធនធាន
resources	0.604	0.348	0.627	ធនធាន
respect	0.927	0.344	0.758	គោរព
respectability	0.875	0.407	0.912	ការគោរព
respectable	0.850	0.350	0.889	គួរឱ្យគោរព
respected	0.908	0.441	0.853	គោរព
respectful	0.951	0.386	0.814	គួរឱ្យគោរព
respecting	0.837	0.321	0.720	គោរព
respective	0.625	0.413	0.721	រៀងៗខ្លួន
respects	0.840	0.387	0.824	គោរព
respiration	0.760	0.377	0.669	ការដកដង្ហើម
respirator	0.433	0.398	0.453	ឧបករណ៍ដកដង្ហើម
respiratory	0.500	0.450	0.552	ផ្លូវដង្ហើម
respite	0.600	0.373	0.420	សម្រាក
resplendent	0.905	0.673	0.755	រីក
respond	0.573	0.435	0.594	ឆ្លើយតប
respondent	0.449	0.455	0.480	អ្នកឆ្លើយតប
response	0.615	0.500	0.472	ការឆ្លើយតប
responsibility	0.760	0.500	0.852	ទំនួលខុសត្រូវ
responsible	0.837	0.527	0.833	ទទួលខុសត្រូវ
responsive	0.816	0.569	0.573	ឆ្លើយតប
rest	0.907	0.167	0.300	សម្រាក
restart	0.531	0.519	0.554	ចាប់ផ្តើមឡើងវិញ
restaurant	0.847	0.406	0.500	ភោជនីយដ្ឋាន
rested	0.792	0.235	0.462	សម្រាក
restful	0.781	0.116	0.413	សម្រាក
restitution	0.583	0.542	0.643	សំណង
restless	0.219	0.810	0.304	សម្រាក
restlessness	0.083	0.794	0.397	ភាពអត់ឃ្លាន
restock	0.510	0.538	0.645	ស្តុកទុកឡើងវិញ
restoration	0.755	0.426	0.734	ការស្តារឡើងវិញ
restorative	0.633	0.510	0.703	ស្តារឡើងវិញ
restore	0.765	0.490	0.625	ស្តារ
restored	0.892	0.410	0.728	បានស្ដារឡើងវិញ
restoring	0.820	0.490	0.783	ការស្ដារឡើងវិញ
restrain	0.134	0.696	0.434	ឃាត់
restrained	0.354	0.590	0.509	ឃាត់
restraining	0.296	0.702	0.672	ការទប់ស្កាត់
restraint	0.167	0.618	0.520	ការអត់ធ្មត់
restrict	0.115	0.539	0.577	ដាក់កម្រិត
restricted	0.276	0.500	0.407	បានដាក់កម្រិត
restriction	0.130	0.590	0.569	ការរឹតបន្តឹង
restrictive	0.215	0.596	0.500	រឹតត្បិត
restroom	0.653	0.279	0.267	បន្ទប់ទឹក
result	0.812	0.490	0.652	លទ្ធផល
resultant	0.670	0.441	0.637	លទ្ធផល
resume	0.573	0.411	0.586	ប្រវត្តិរូប
resumption	0.637	0.528	0.653	ការបន្ត
resurrect	0.781	0.725	0.817	រស់ឡើងវិញ
resurrection	0.708	0.740	0.759	ការរស់ឡើងវិញ
resuscitate	0.531	0.696	0.818	សង្គ្រោះ
resuscitation	0.753	0.768	0.795	ការសង្គ្រោះ
retail	0.510	0.353	0.411	លក់​រាយ
retailer	0.708	0.439	0.595	អ្នកលក់រាយ
retain	0.367	0.451	0.630	រក្សា
retainer	0.396	0.422	0.356	អ្នករក្សា
retaining	0.417	0.559	0.632	ការរក្សា
retake	0.616	0.471	0.591	យកឡើងវិញ
retaliate	0.111	0.812	0.595	សងសឹក
retaliation	0.156	0.812	0.491	ការសងសឹក
retaliatory	0.194	0.865	0.598	សងសឹក
retard	0.194	0.347	0.222	យឺតយ៉ាវ
retardation	0.125	0.360	0.155	ភាពយឺតយ៉ាវ
retarded	0.302	0.462	0.161	យឺតយ៉ាវ
retards	0.362	0.434	0.218	ថយក្រោយ
retention	0.344	0.490	0.558	ការរក្សាទុក
retentive	0.439	0.482	0.491	រក្សាទុក
rethink	0.480	0.423	0.583	គិតឡើងវិញ
reticent	0.396	0.519	0.500	reticent
retina	0.490	0.255	0.342	រីទីណា
retinal	0.531	0.343	0.475	កែវភ្នែក
retire	0.398	0.392	0.186	ចូលនិវត្តន៍
retired	0.270	0.259	0.301	ចូលនិវត្តន៍
retirement	0.250	0.324	0.255	ការចូលនិវត្តន៍
retiring	0.408	0.376	0.214	ចូលនិវត្តន៍
retold	0.459	0.385	0.352	ប្រាប់ឡើងវិញ
retort	0.417	0.520	0.481	តបត
retrace	0.250	0.482	0.317	ដាន
retract	0.316	0.443	0.358	ដកថយ
retraction	0.312	0.491	0.427	ការដកថយ
retractor	0.354	0.590	0.557	ឧបករណ៍ដកថយ
retreat	0.500	0.519	0.312	ដកថយ
retrenchment	0.230	0.650	0.384	ការដកថយ
retrial	0.500	0.577	0.593	សាកល្បងឡើងវិញ
retribution	0.625	0.490	0.708	ការសងសឹក
retrieval	0.700	0.440	0.704	ការទាញយកមកវិញ
retrieve	0.740	0.576	0.705	ទៅយក
retriever	0.459	0.500	0.464	អ្នកយកមកវិញ
retro	0.650	0.276	0.321	អតីតកាល
retroactive	0.521	0.452	0.655	ថយក្រោយ
retrograde	0.208	0.464	0.415	ថយក្រោយ
retrospect	0.406	0.500	0.538	ការរំលឹកឡើងវិញ
retrospective	0.594	0.481	0.528	ថយក្រោយ
retrospectively	0.516	0.400	0.560	ថយក្រោយ
return	0.602	0.412	0.463	ត្រឡប់មកវិញ
reunion	0.837	0.500	0.672	ការជួបជុំគ្នា។
reunite	0.656	0.550	0.657	ជួបជុំគ្នាឡើងវិញ
reunited	0.708	0.439	0.658	បានជួបជុំគ្នា។
rev	0.367	0.422	0.353	វិវរណៈ
reveal	0.493	0.637	0.526	បង្ហាញ
revel	0.740	0.705	0.684	វិវរណៈ
revelation	0.879	0.500	0.865	វិវរណៈ
revelations	0.729	0.655	0.600	វិវរណៈ
revels	0.827	0.683	0.647	វិវរណៈ
revenge	0.230	0.940	0.627	សងសឹក
revenue	0.873	0.510	0.854	ប្រាក់ចំណូល
reverberation	0.390	0.639	0.551	ការ​បន្លឺ​ឡើង
revere	0.750	0.562	0.608	គោរព
reverence	0.643	0.347	0.516	ការគោរព
reverend	0.650	0.337	0.576	គោរព
reverent	0.551	0.490	0.694	គោរព
reverie	0.667	0.413	0.471	reverie
reversal	0.380	0.510	0.591	បញ្ច្រាស
reverse	0.539	0.415	0.461	បញ្ច្រាស
reversion	0.458	0.538	0.425	បញ្ច្រាស
revert	0.380	0.451	0.519	ត្រឡប់
reverting	0.562	0.385	0.544	ការត្រលប់មកវិញ
review	0.667	0.408	0.636	ពិនិត្យ
reviewer	0.562	0.344	0.500	អ្នកពិនិត្យ
revise	0.500	0.469	0.509	ពិនិត្យឡើងវិញ
revision	0.417	0.459	0.710	ការពិនិត្យ​ឡើងវិញ
revisit	0.552	0.530	0.509	ពិនិត្យមើលឡើងវិញ
revival	0.823	0.664	0.597	ការរស់ឡើងវិញ
revive	0.676	0.780	0.778	រស់ឡើងវិញ
revocation	0.260	0.610	0.673	ការដកហូត
revoke	0.251	0.696	0.737	ដកហូត
revolt	0.343	0.878	0.658	ការបះបោរ
revolting	0.102	0.690	0.300	បះបោរ
revolution	0.417	0.902	0.798	បដិវត្តន៍
revolutionary	0.635	0.887	0.824	បដិវត្តន៍
revolutionize	0.684	0.816	0.904	ធ្វើបដិវត្តន៍
revolve	0.592	0.546	0.402	បង្វិល
revolver	0.194	0.796	0.750	កាំភ្លើងវែង
revolving	0.602	0.570	0.580	បង្វិល
revue	0.594	0.350	0.420	revue
revulsion	0.104	0.765	0.343	ការបះបោរ
revving	0.604	0.875	0.879	revving
reward	0.948	0.694	0.783	រង្វាន់
rewarding	0.958	0.637	0.783	រង្វាន់
rewind	0.460	0.551	0.431	ត្រឡប់
rewire	0.365	0.462	0.406	ខ្សែឡើងវិញ
rewrite	0.490	0.500	0.434	សរសេរឡើងវិញ
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	វោហាសាស្ត្រ
rhetorical	0.417	0.569	0.635	វោហាសាស្ត្រ
rheumatism	0.219	0.472	0.418	ឈឺសន្លាក់ឆ្អឹង
rhinestone	0.531	0.551	0.408	រមាស
rhino	0.531	0.549	0.555	រមាស
rhinoceros	0.556	0.656	0.569	រមាស
rhubarb	0.582	0.304	0.340	rhubarb
rhyme	0.667	0.249	0.481	ចង្វាក់
rhyming	0.729	0.410	0.500	ចង្វាក់
rhythm	0.771	0.759	0.573	ចង្វាក់
rhythmic	0.714	0.642	0.664	ចង្វាក់
rhythmical	0.844	0.694	0.632	ចង្វាក់
rib	0.490	0.349	0.351	ឆ្អឹងជំនី
ribbed	0.365	0.378	0.409	ឆ្អឹងជំនី
ribbon	0.719	0.288	0.357	ខ្សែបូ
rice	0.667	0.208	0.330	អង្ករ
rich	0.882	0.627	0.905	សម្បូរ
riches	0.958	0.694	0.880	ទ្រព្យសម្បត្តិ
richness	0.896	0.833	0.922	ភាពសម្បូរបែប
rick	0.459	0.420	0.444	រិក
rickety	0.224	0.402	0.241	ឆ្គួត
rickshaw	0.438	0.594	0.402	រ៉ឺម៉ក
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	បំបាត់
riddance	0.323	0.562	0.472	ជិះកង់
riddle	0.521	0.583	0.543	riddle
riddled	0.281	0.861	0.422	រញ៉េរញ៉ៃ
ride	0.806	0.465	0.472	ជិះ
rider	0.635	0.627	0.574	អ្នកជិះ
ridge	0.484	0.402	0.349	ជួរភ្នំ
ridicule	0.143	0.745	0.255	ចំអក
ridiculed	0.112	0.806	0.212	ចំអក
ridiculous	0.159	0.594	0.245	គួរឱ្យអស់សំណើច
riding	0.694	0.654	0.620	ជិះ
rife	0.570	0.561	0.692	rife
riff	0.521	0.551	0.343	រីហ្វ
riffraff	0.360	0.404	0.397	riffraff
rifle	0.329	0.900	0.718	កាំភ្លើង
rifleman	0.245	0.863	0.767	កាំភ្លើង
rifles	0.337	0.864	0.765	កាំភ្លើង
rift	0.246	0.519	0.289	ការប្រេះឆា
rig	0.542	0.382	0.746	ឧបករណ៍ខួង
rigged	0.188	0.510	0.412	rigged
rigging	0.510	0.518	0.440	ការ​ចង
right	0.740	0.352	0.710	ត្រឹមត្រូវ។
righteous	0.823	0.385	0.790	សុចរិត
righteousness	0.802	0.660	0.897	ភាពសុចរិត
rightful	0.837	0.358	0.821	ត្រឹមត្រូវ។
rightly	0.740	0.471	0.782	ត្រឹមត្រូវ។
righty	0.750	0.314	0.786	ត្រឹមត្រូវ។
rigid	0.357	0.552	0.591	រឹង
rigidity	0.198	0.530	0.726	ភាពរឹង
rigor	0.375	0.745	0.713	តឹងរ៉ឹង
rigorous	0.438	0.818	0.847	ម៉ត់ចត់
rim	0.510	0.397	0.302	គែម
rind	0.542	0.280	0.491	rind
ring	0.677	0.427	0.464	ចិញ្ចៀន
ringer	0.573	0.604	0.347	សំឡេងរោទ៍
ringing	0.724	0.598	0.693	រោទ៍
ringleader	0.520	0.550	0.640	មេខ្លោង
ringmaster	0.630	0.622	0.732	ម្ចាស់ចិញ្ចៀន
ringside	0.500	0.644	0.411	ចិញ្ចៀន
rink	0.551	0.392	0.392	រណ្ដៅ
rinse	0.663	0.168	0.409	លាងជមែះ
riot	0.061	0.946	0.586	កុបកម្ម
rioting	0.156	0.949	0.560	កុបកម្ម
riotous	0.163	0.837	0.588	កុបកម្ម
riots	0.099	0.882	0.564	កុប្បកម្ម
rip	0.146	0.676	0.365	ច្រៀក
riparian	0.552	0.408	0.412	riparian
ripe	0.671	0.337	0.670	ទុំ
ripen	0.755	0.373	0.671	ទុំ
ripening	0.615	0.490	0.759	ការទុំ
ripper	0.219	0.887	0.642	អ្នកច្រៀក
ripple	0.500	0.453	0.370	រលក
rippling	0.500	0.480	0.327	រលក
rise	0.667	0.593	0.745	កើនឡើង
rising	0.750	0.602	0.696	កើនឡើង
risk	0.240	0.816	0.438	ហានិភ័យ
risky	0.224	0.922	0.700	ប្រថុយប្រថាន
risotto	0.802	0.454	0.234	រីសតូតូ
rite	0.378	0.570	0.606	ពិធី
ritual	0.375	0.520	0.508	ពិធីសាសនា
ritualistic	0.450	0.583	0.540	ពិធីសាសនា
rival	0.286	0.605	0.574	គូប្រជែង
rivalry	0.192	0.765	0.538	ការប្រកួតប្រជែង
river	0.688	0.392	0.605	ទន្លេ
riverbank	0.684	0.300	0.330	មាត់ទន្លេ
riverbed	0.610	0.233	0.421	បាតទន្លេ
riverboat	0.561	0.347	0.462	ទូកទន្លេ
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	តោង
riveting	0.448	0.544	0.394	ការតោង
roach	0.146	0.598	0.259	រុយ
road	0.656	0.404	0.404	ផ្លូវ
roadblock	0.337	0.669	0.490	ស្ទះផ្លូវ
roadhouse	0.500	0.620	0.458	ផ្ទះផ្លូវ
roadie	0.500	0.566	0.455	ផ្លូវ
roadrage	0.458	0.567	0.565	កំហឹង
roadrunner	0.490	0.702	0.590	អ្នករត់ផ្លូវ
roads	0.677	0.448	0.496	ផ្លូវ
roadside	0.500	0.569	0.472	ផ្លូវ
roadster	0.531	0.622	0.473	ផ្លូវដែក
roadtrip	0.677	0.596	0.519	ការធ្វើដំណើរតាមផ្លូវ
roadway	0.562	0.206	0.509	ផ្លូវ
roadworks	0.562	0.538	0.509	ការងារផ្លូវ
roam	0.510	0.550	0.444	ដើរលេង
roar	0.427	0.816	0.675	សម្រែក
roaring	0.449	0.817	0.634	គ្រហឹម
roast	0.521	0.541	0.311	ដុត
roasted	0.615	0.520	0.339	អាំង
rob	0.112	0.840	0.500	ប្លន់
robber	0.135	0.772	0.481	ចោរប្លន់
robbery	0.133	0.843	0.435	ប្លន់
robe	0.594	0.216	0.298	អាវផាយ
robin	0.552	0.363	0.393	រ៉ូប៊ីន
robot	0.441	0.337	0.543	មនុស្សយន្ត
robotic	0.417	0.602	0.657	មនុស្សយន្ត
robotics	0.592	0.600	0.763	មនុស្សយន្ត
robust	0.667	0.604	0.719	រឹងមាំ
roc	0.427	0.510	0.415	រ៉ូក
rock	0.623	0.236	0.557	ថ្ម
rocker	0.615	0.704	0.625	រ៉ក
rocket	0.664	0.824	0.774	រ៉ុក្កែត
rocks	0.365	0.209	0.543	ថ្ម
rod	0.479	0.319	0.355	ដំបង
rodent	0.323	0.577	0.279	សត្វកកេរ
rodeo	0.490	0.676	0.588	រ៉ូឌីអូ
roe	0.490	0.382	0.398	ពងមាន់
rogue	0.334	0.713	0.636	បញ្ឆោត
role	0.552	0.260	0.464	តួនាទី
roll	0.469	0.510	0.172	រមៀល
roller	0.521	0.394	0.345	ក្រឡុក
rollercoaster	0.802	0.910	0.651	រទេះរុញ
rollers	0.490	0.365	0.336	ក្រឡុក
rollicking	0.878	0.806	0.552	រមៀល
rolling	0.510	0.606	0.321	រមៀល
roman	0.615	0.475	0.639	រ៉ូម៉ាំង
romance	0.980	0.682	0.587	មនោសញ្ចេតនា
romantic	0.936	0.531	0.598	មនោសញ្ចេតនា
romanticism	0.854	0.521	0.593	មនោសញ្ចេតនា
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	ដំបូល
rooftop	0.571	0.471	0.461	ដំបូល
rook	0.380	0.400	0.510	រុក
rookie	0.583	0.370	0.198	ថ្មីថ្មោង
room	0.729	0.283	0.445	បន្ទប់
roomful	0.786	0.425	0.634	បន្ទប់
roommate	0.750	0.481	0.480	មិត្តរួមបន្ទប់
rooms	0.677	0.241	0.386	បន្ទប់
roomy	0.760	0.342	0.736	បន្ទប់ទំនេរ
roost	0.500	0.410	0.345	គ្រែ
rooster	0.459	0.385	0.275	មាន់ជល់
root	0.602	0.279	0.508	ឫស
root beer	0.582	0.520	0.415	ស្រាបៀរជា root
rooted	0.510	0.527	0.718	ឫសគល់
rope	0.385	0.280	0.345	ខ្សែពួរ
ropes	0.458	0.304	0.402	ខ្សែពួរ
rosary	0.806	0.140	0.430	rosary
rose	0.865	0.276	0.386	ផ្កាកុលាប
rosemary	0.688	0.381	0.425	រ៉ូស្មែរី
rosette	0.469	0.410	0.310	ផ្កាកុលាប
roster	0.531	0.306	0.381	បញ្ជីឈ្មោះ
rosy	0.940	0.528	0.755	ពណ៌ផ្កាឈូក
rot	0.031	0.558	0.301	រលួយ
rota	0.320	0.462	0.209	រ៉ូតា
rotary	0.573	0.462	0.528	រ៉ូតារី
rotate	0.458	0.470	0.492	បង្វិល
rotation	0.670	0.520	0.550	ការបង្វិល
rote	0.561	0.481	0.696	rote
rotor	0.500	0.458	0.404	រ៉ូទ័រ
rotten	0.104	0.590	0.327	រលួយ
rotting	0.188	0.462	0.255	រលួយ
rotunda	0.500	0.464	0.393	រ៉ូតុនដា
rouge	0.562	0.400	0.382	ក្រហម
rough	0.406	0.794	0.632	រដុប
roughly	0.448	0.539	0.463	ប្រហែល
roughneck	0.323	0.640	0.491	រដុប
roughness	0.214	0.578	0.490	ភាពរដុប
roulette	0.326	0.690	0.422	រ៉ូឡែត
round	0.552	0.434	0.311	ជុំ
roundabout	0.490	0.425	0.495	រង្វង់មូល
rounded	0.592	0.391	0.396	រាងមូល
roundup	0.520	0.580	0.474	ប្រមូល
rouse	0.521	0.490	0.463	ក្រោកឡើង
rouser	0.480	0.540	0.423	រ៉ូសឺរ
rousing	0.714	0.517	0.692	ការ​ភ្ញាក់​ផ្អើល
rout	0.163	0.625	0.233	ផ្លូវ
route	0.583	0.353	0.518	ផ្លូវ
routine	0.365	0.219	0.333	ទម្លាប់
rove	0.457	0.400	0.400	រ៉ូវ
rover	0.510	0.538	0.421	រ៉ូវើរ
roving	0.583	0.442	0.491	វិល
row	0.427	0.275	0.406	ជួរ
rowboat	0.455	0.393	0.353	ទូកចែវ
rowdy	0.255	0.900	0.518	ច្របូកច្របល់
rowing	0.458	0.443	0.467	ចែវទូក
royal	0.796	0.430	0.759	រាជ
royalty	0.832	0.571	0.833	រាជវង្ស
rub	0.521	0.565	0.400	ជូត
rubber	0.460	0.217	0.315	កៅស៊ូ
rubbers	0.604	0.360	0.414	កៅស៊ូ
rubbing	0.406	0.569	0.440	ត្រដុស
rubbish	0.198	0.454	0.164	សំរាម
rubble	0.308	0.509	0.289	កម្ទេចថ្ម
rubdown	0.561	0.491	0.404	កម្ទេច
rubric	0.427	0.260	0.500	រូបី
ruby	0.663	0.408	0.544	ត្បូងទទឹម
ruckus	0.271	0.706	0.411	ruckus
rudder	0.439	0.469	0.509	ត្របកភ្នែក
ruddy	0.490	0.630	0.395	ក្រហម
rude	0.061	0.821	0.402	ឈ្លើយ
rudeness	0.280	0.819	0.692	ភាពឈ្លើយ
rudimentary	0.286	0.321	0.509	មូលដ្ឋាន
rudiments	0.385	0.520	0.373	ឫសគល់
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	ពិត
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	ruffian
ruffle	0.443	0.561	0.518	ruffle
rug	0.520	0.240	0.245	ព្រំ
rugby	0.677	0.820	0.708	កីឡាបាល់ឱប
rugged	0.561	0.569	0.793	រឹងមាំ
ruin	0.125	0.588	0.192	វិនាស
ruination	0.184	0.582	0.209	ការបំផ្លិចបំផ្លាញ
ruined	0.135	0.564	0.194	ខូច
ruinous	0.255	0.690	0.275	វិនាស
ruins	0.250	0.490	0.248	បាក់បែក
rule	0.567	0.427	0.593	ក្បួន
ruler	0.440	0.400	0.631	អ្នកគ្រប់គ្រង
ruling	0.177	0.566	0.410	សេចក្តីសម្រេច
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	រអ៊ូរទាំ
rummage	0.243	0.615	0.289	rummage
rumor	0.255	0.582	0.282	ពាក្យចចាមអារ៉ាម
rumored	0.427	0.604	0.318	ពាក្យចចាមអារ៉ាម
rump	0.449	0.425	0.396	rum
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	រត់
runaround	0.448	0.519	0.349	រត់​ជុំវិញ
runaway	0.271	0.770	0.402	រត់​ទៅ​អោយ​ឆ្ងាយ
rundown	0.520	0.296	0.465	រត់​ចុះ
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	រុង
runner	0.459	0.747	0.632	អ្នករត់
running	0.730	0.858	0.442	កំពុងរត់
running shoes	0.653	0.573	0.491	ស្បែកជើងរត់
runny	0.540	0.439	0.325	ហៀរសំបោរ
runt	0.370	0.500	0.445	រត់
runway	0.585	0.373	0.406	ផ្លូវរត់
rupture	0.125	0.633	0.430	ការប្រេះឆា
rural	0.562	0.245	0.408	ជនបទ
ruse	0.531	0.640	0.546	ប្រយោល។
rush	0.406	0.809	0.546	ប្រញាប់
rushing	0.398	0.821	0.529	ប្រញាប់
rust	0.281	0.265	0.321	ច្រែះ
rusted	0.286	0.357	0.302	ច្រេះ
rustic	0.369	0.657	0.491	rustic
rustle	0.333	0.538	0.394	ច្រែះ
rustler	0.281	0.830	0.429	rustler
rusty	0.271	0.345	0.231	ច្រេះ
rut	0.333	0.310	0.392	រូត
ruth	0.469	0.427	0.444	រូធ
ruthless	0.208	0.850	0.670	គ្មានមេត្តា
rye	0.490	0.298	0.411	rye
sabbatical	0.771	0.240	0.427	ថ្ងៃឈប់សម្រាក
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	ការបំផ្លិចបំផ្លាញ
saboteur	0.250	0.804	0.407	អ្នកបំផ្លាញ
sac	0.344	0.245	0.226	ថង់
sack	0.385	0.337	0.264	បាវ
sacrament	0.690	0.316	0.700	សាក្រាម៉ង់
sacred	0.833	0.375	0.862	ពិសិដ្ឋ
sacrifice	0.208	0.833	0.534	ការលះបង់
sacrifices	0.281	0.717	0.538	ការលះបង់
sacrificial	0.198	0.755	0.452	ការលះបង់
sacrilege	0.281	0.708	0.491	ការលះបង់
sacrilegious	0.146	0.736	0.449	ពិសិដ្ឋ
sad	0.225	0.333	0.149	សោកសៅ
sadday	0.520	0.418	0.411	ថ្ងៃសោកសៅ
saddens	0.104	0.436	0.144	សោកសៅ
saddle	0.510	0.509	0.306	កៀប
sadist	0.042	0.918	0.500	អ្នកសោកសៅ
sadistic	0.031	0.906	0.618	សោកនាដកម្ម
sadly	0.047	0.255	0.216	សោកសៅ
sadness	0.052	0.288	0.164	ទុក្ខព្រួយ
safari	0.663	0.673	0.640	សាហ្វារី
safe	0.898	0.306	0.759	សុវត្ថិភាព
safeguard	0.786	0.624	0.700	ការពារ
safekeeping	0.653	0.510	0.586	ការរក្សាសុវត្ថិភាព
safety	0.708	0.491	0.868	សុវត្ថិភាព
saffron	0.443	0.373	0.349	saffron
sag	0.153	0.578	0.445	ស្រក់
saga	0.635	0.440	0.600	បិសាច
sage	0.781	0.327	0.693	ឥសី
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	ទូក
sailboat	0.719	0.392	0.381	ទូកក្ដោង
sailing	0.667	0.520	0.500	ការជិះទូកក្តោង
sailor	0.500	0.588	0.500	នាវិក
saint	0.812	0.240	0.693	ពួកបរិសុទ្ធ
sainted	0.708	0.296	0.676	បរិសុទ្ធ
saintly	0.865	0.286	0.591	ដោយវិសុទ្ធ
sake	0.490	0.573	0.407	ប្រយោជន៍
salad	0.750	0.260	0.307	សាឡាត់
salamander	0.410	0.362	0.309	ត្រីសាម៉ុង
salami	0.667	0.360	0.339	សាឡាមី
salary	0.786	0.480	0.652	ប្រាក់ខែ
sale	0.647	0.602	0.573	លក់
salesgirl	0.582	0.490	0.605	នារីលក់
salesman	0.643	0.559	0.664	អ្នកលក់
salient	0.600	0.573	0.702	ពូកែ
saline	0.430	0.340	0.385	អំបិល
saliva	0.214	0.265	0.236	ទឹកមាត់
sally	0.604	0.390	0.451	សាលី
salmon	0.760	0.250	0.444	ត្រីសាម៉ុង
salmonella	0.167	0.608	0.312	ត្រី salmonella
salon	0.531	0.296	0.463	ហាងកែសម្ផស្ស
saloon	0.630	0.300	0.364	សាឡន
