English Word	Valence	Arousal	Dominance	Gujarati Word
technology	0.776	0.490	0.825	ટેકનોલોજી
ted	0.712	0.453	0.336	ટેડ
teddy bear	0.890	0.170	0.192	ટેડી રીંછ
tedious	0.104	0.406	0.241	કંટાળાજનક
tedium	0.224	0.331	0.298	કંટાળાજનક
tee	0.459	0.373	0.377	ટી
teeming	0.582	0.550	0.727	ભરપૂર
teen	0.729	0.531	0.568	કિશોર
teenager	0.781	0.593	0.527	કિશોર
teens	0.653	0.660	0.440	કિશોરો
teensy	0.520	0.427	0.347	કિશોર
teeny	0.427	0.418	0.216	કિશોર
teeth	0.520	0.388	0.427	દાંત
teething	0.396	0.471	0.474	teething
teflon	0.354	0.245	0.434	ટેફલોન
telegram	0.561	0.542	0.550	ટેલિગ્રામ
telegraph	0.594	0.423	0.400	ટેલિગ્રાફ
telekinesis	0.582	0.646	0.667	ટેલીકીનેસિસ
telemetry	0.460	0.382	0.611	ટેલિમેટ્રી
telepathic	0.602	0.490	0.642	ટેલિપેથિક
telepathy	0.594	0.510	0.588	ટેલિપેથી
telephone	0.694	0.520	0.425	ટેલિફોન
telescope	0.531	0.340	0.500	ટેલિસ્કોપ
telescopic	0.490	0.290	0.660	ટેલિસ્કોપિક
telethon	0.643	0.641	0.473	ટેલિથોન
teletype	0.532	0.392	0.455	ટેલિટાઇપ
televised	0.625	0.519	0.518	ટેલિવિઝન
television	0.633	0.391	0.547	ટેલિવિઝન
tell	0.551	0.350	0.457	જણાવો
teller	0.500	0.395	0.443	ટેલર
telling	0.719	0.441	0.527	કહેવું
telltale	0.240	0.663	0.426	કહેવત
temp	0.490	0.440	0.314	તાપમાન
temper	0.633	0.623	0.818	ગુસ્સો
tempera	0.458	0.318	0.245	સ્વભાવ
temperament	0.420	0.625	0.703	સ્વભાવ
temperamental	0.316	0.774	0.608	સ્વભાવગત
temperance	0.500	0.294	0.639	સંયમ
temperate	0.469	0.394	0.593	સમશીતોષ્ણ
temperature	0.521	0.559	0.473	તાપમાન
tempered	0.583	0.437	0.667	સ્વભાવનું
tempest	0.245	0.843	0.653	વાવાઝોડું
template	0.479	0.311	0.411	નમૂનો
temple	0.612	0.269	0.660	મંદિર
tempo	0.582	0.337	0.500	ટેમ્પો
temporal	0.500	0.413	0.360	ટેમ્પોરલ
temporarily	0.500	0.365	0.373	કામચલાઉ
temporary	0.458	0.415	0.324	કામચલાઉ
tempt	0.210	0.677	0.500	લાલચ
temptation	0.365	0.817	0.560	લાલચ
tempting	0.615	0.740	0.519	આકર્ષક
temptress	0.427	0.787	0.667	લાલચ
ten	0.562	0.260	0.406	દસ
tenable	0.741	0.412	0.636	યોગ્ય
tenacious	0.724	0.658	0.692	મક્કમ
tenacity	0.740	0.657	0.889	મક્કમતા
tenancy	0.500	0.458	0.605	ભાડુઆત
tenant	0.385	0.360	0.398	ભાડૂત
tend	0.604	0.398	0.412	વલણ
tendency	0.684	0.500	0.675	વલણ
tender	0.630	0.520	0.509	ટેન્ડર
tenderfoot	0.469	0.421	0.438	ટેન્ડરફૂટ
tenderness	0.949	0.276	0.367	માયા
tending	0.622	0.556	0.594	સંભાળ
tendon	0.341	0.271	0.463	કંડરા
tenement	0.470	0.384	0.550	ટેનામેન્ટ
tenet	0.667	0.333	0.636	સિદ્ધાંત
tenets	0.734	0.357	0.667	સિદ્ધાંતો
tenfold	0.469	0.418	0.500	દસ ગણું
tennis	0.622	0.519	0.431	ટેનિસ
tenor	0.587	0.451	0.500	મુદત
tense	0.396	0.439	0.655	તંગ
tensile	0.458	0.510	0.618	તાણયુક્ત
tension	0.304	0.810	0.529	તણાવ
tent	0.510	0.275	0.333	તંબુ
tentacle	0.370	0.559	0.398	ટેન્ટકલ
tentative	0.582	0.657	0.534	કામચલાઉ
tenth	0.510	0.349	0.382	દસમો
tenths	0.406	0.294	0.284	દસમો
tenuous	0.398	0.263	0.276	નાજુક
tenure	0.615	0.472	0.611	કાર્યકાળ
tepee	0.500	0.337	0.373	ટેપી
tepid	0.337	0.327	0.237	નરમ
tequila	0.612	0.710	0.536	કુંવરપાઠામાંથી બનાવેલો મેક્સિકોનો દારૂ
teriyaki	0.646	0.449	0.431	તેરીયાકી
term	0.450	0.255	0.598	મુદત
terminal	0.316	0.434	0.483	ટર્મિનલ
terminate	0.171	0.410	0.441	સમાપ્ત કરવું
termination	0.344	0.472	0.545	સમાપ્તિ
terminator	0.370	0.663	0.737	ટર્મિનેટર
terminology	0.612	0.284	0.566	પરિભાષા
terminus	0.281	0.382	0.615	ટર્મિનસ
termite	0.265	0.480	0.408	ઉધઈ
terms	0.490	0.362	0.645	શરતો
tern	0.573	0.365	0.309	ટર્ન
ternary	0.550	0.406	0.480	ટર્નરી
terrace	0.615	0.269	0.411	ટેરેસ
terrain	0.540	0.300	0.472	ભૂપ્રદેશ
terrestrial	0.542	0.413	0.582	પાર્થિવ
terrible	0.061	0.849	0.604	ભયંકર
terribly	0.061	0.731	0.430	ભયંકર રીતે
terrier	0.562	0.540	0.431	ટેરિયર
terrific	0.859	0.650	0.821	જબરદસ્ત
terrified	0.090	0.902	0.387	ભયભીત
terrifies	0.083	0.923	0.500	ડરાવે છે
terrify	0.052	0.889	0.509	ભયભીત
terrifying	0.031	0.836	0.602	ભયાનક
territorial	0.405	0.600	0.766	પ્રાદેશિક
territory	0.625	0.469	0.676	પ્રદેશ
terror	0.069	0.902	0.415	આતંક
terrorism	0.060	0.971	0.673	આતંકવાદ
terrorist	0.019	0.930	0.679	આતંકવાદી
terrorists	0.062	0.967	0.688	આતંકવાદીઓ
terrorize	0.041	0.907	0.577	આતંકિત કરવું
terse	0.542	0.393	0.409	સંક્ષિપ્ત
tertiary	0.500	0.350	0.431	તૃતીય
test	0.449	0.500	0.509	પરીક્ષણ
testament	0.594	0.420	0.806	વસિયતનામા
testicle	0.458	0.651	0.410	અંડકોષ
testicular	0.388	0.680	0.453	વૃષણ
testify	0.521	0.650	0.741	જુબાની આપો
testimonial	0.541	0.538	0.750	પ્રશંસાપત્ર
testimony	0.615	0.578	0.643	જુબાની
testosterone	0.573	0.840	0.775	ટેસ્ટોસ્ટેરોન
testy	0.135	0.640	0.357	ટેસ્ટી
tetanus	0.133	0.577	0.368	ટિટાનસ
tether	0.323	0.620	0.407	ટેથર
tethered	0.260	0.472	0.351	ટિથર્ડ
tetrahedral	0.595	0.468	0.423	ટેટ્રાહેડ્રલ
text	0.604	0.157	0.402	ટેક્સ્ટ
textbook	0.622	0.235	0.526	પાઠ્યપુસ્તક
textile	0.604	0.235	0.395	કાપડ
textural	0.660	0.296	0.445	ટેક્સ્ચરલ
texture	0.615	0.215	0.412	રચના
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	આભાર
thankful	0.969	0.344	0.714	આભારી
thankgod	0.823	0.451	0.466	ભગવાનનો આભાર
thanking	0.917	0.538	0.658	આભાર
thankless	0.146	0.500	0.497	આભારહીન
thanks	0.918	0.472	0.461	આભાર
thanksalot	0.908	0.428	0.525	ખુબ ખુબ આભાર
thanksgiving	0.927	0.449	0.637	આભારવિધિ
thankyougod	0.900	0.446	0.651	ભગવાન તમારો આભાર
thankyoujesus	0.878	0.406	0.604	આભાર જીસસ
thankyoulord	0.809	0.388	0.466	આભાર ભગવાન
thatch	0.337	0.245	0.161	ખાડો
thatmoment	0.667	0.389	0.340	એ ક્ષણ
thaumaturgy	0.510	0.546	0.618	થૌમેટુરજી
thaw	0.438	0.321	0.327	ઓગળવું
theater	0.760	0.635	0.516	થિયેટર
theatrical	0.720	0.690	0.546	થિયેટ્રિકલ
theatrics	0.694	0.539	0.486	નાટ્યશાસ્ત્ર
thebest	0.760	0.596	0.719	શ્રેષ્ઠ
theft	0.135	0.867	0.394	ચોરી
theism	0.460	0.431	0.481	આસ્તિકવાદ
theistic	0.397	0.365	0.509	આસ્તિક
thelife	0.688	0.566	0.629	જીંદગી
thelittlethings	0.571	0.240	0.324	નાની વસ્તુઓ
theme	0.541	0.176	0.427	થીમ
theocracy	0.490	0.427	0.722	ધર્મશાસન
theocratic	0.380	0.480	0.605	દેવશાહી
theologian	0.521	0.304	0.759	ધર્મશાસ્ત્રી
theological	0.480	0.363	0.683	ધર્મશાસ્ત્ર
theology	0.448	0.330	0.711	ધર્મશાસ્ત્ર
theorem	0.500	0.296	0.615	પ્રમેય
theoretical	0.615	0.270	0.546	સૈદ્ધાંતિક
theory	0.583	0.314	0.529	સિદ્ધાંત
therapeutic	0.625	0.275	0.680	રોગનિવારક
therapeutics	0.552	0.343	0.625	ઉપચાર
therapist	0.468	0.430	0.679	ચિકિત્સક
therapy	0.490	0.353	0.607	ઉપચાર
thereabouts	0.427	0.365	0.285	તેની આસપાસ
thereof	0.542	0.265	0.281	તેના
therewith	0.462	0.317	0.398	તેની સાથે
thermal	0.480	0.360	0.509	થર્મલ
thermocouple	0.406	0.406	0.422	થર્મોકોલ
thermodynamics	0.510	0.594	0.678	થર્મોડાયનેમિક્સ
thermometer	0.400	0.327	0.473	થર્મોમીટર
thermos	0.582	0.255	0.328	થર્મોસ
thermostat	0.439	0.480	0.321	થર્મોસ્ટેટ
thesaurus	0.520	0.480	0.509	થીસોરસ
thesis	0.583	0.582	0.552	થીસીસ
thick	0.449	0.433	0.596	જાડા
thicken	0.406	0.398	0.509	જાડું થવું
thickening	0.448	0.355	0.434	જાડું થવું
thicket	0.385	0.373	0.324	ઝાડી
thickness	0.552	0.370	0.443	જાડાઈ
thief	0.088	0.888	0.443	ચોર
thigh	0.469	0.433	0.588	જાંઘ
thimble	0.490	0.192	0.218	અંગૂઠો
thin	0.469	0.337	0.356	પાતળું
thing	0.449	0.222	0.260	વસ્તુ
things	0.519	0.250	0.368	વસ્તુઓ
thingy	0.458	0.312	0.158	વસ્તુ
think	0.786	0.408	0.618	વિચારો
thinker	0.706	0.386	0.764	વિચારક
thinking	0.720	0.308	0.595	વિચાર
third	0.551	0.187	0.304	ત્રીજું
thirds	0.402	0.327	0.345	તૃતીયાંશ
thirst	0.298	0.519	0.307	તરસ
thirsty	0.281	0.660	0.310	તરસ્યું
thirteen	0.459	0.385	0.331	તેર
thirteenth	0.408	0.330	0.425	તેરમો
thirty	0.562	0.349	0.316	ત્રીસ
thistle	0.427	0.423	0.357	થીસ્ટલ
thither	0.500	0.270	0.316	ત્યાં
thong	0.467	0.596	0.269	વાધરી
thorn	0.296	0.541	0.427	કાંટો
thorny	0.177	0.690	0.500	કાંટાવાળું
thorough	0.467	0.350	0.558	સંપૂર્ણ
thoroughbred	0.669	0.740	0.716	સંપૂર્ણ જાતિ
thoroughfare	0.582	0.481	0.490	માર્ગ
thought	0.780	0.315	0.571	વિચાર
thoughtful	0.667	0.290	0.527	વિચારશીલ
thoughtfulness	0.867	0.269	0.667	વિચારશીલતા
thoughtless	0.194	0.580	0.452	વિચારહીન
thoughts	0.745	0.382	0.691	વિચારો
thousand	0.663	0.355	0.480	હજાર
thrash	0.260	0.510	0.472	થ્રેશ
thread	0.646	0.184	0.209	દોરો
threat	0.135	0.865	0.667	ધમકી
threaten	0.104	0.958	0.590	ધમકી
threatened	0.052	0.928	0.354	ધમકી આપી
threatening	0.071	0.875	0.652	ધમકી આપનાર
three	0.653	0.225	0.377	ત્રણ
threefold	0.521	0.400	0.534	ત્રણ ગણું
threesome	0.490	0.676	0.560	થ્રીસમ
thresh	0.490	0.417	0.500	થ્રેશ
threshold	0.531	0.519	0.575	થ્રેશોલ્ડ
thrice	0.469	0.442	0.462	ત્રણ વખત
thrift	0.760	0.217	0.649	કરકસર
thrifty	0.604	0.380	0.676	કરકસર
thrill	0.888	0.837	0.711	રોમાંચ
thrilled	0.898	0.818	0.807	રોમાંચિત
thriller	0.490	0.796	0.645	રોમાંચક
thrilling	0.930	0.827	0.782	રોમાંચક
thrive	0.948	0.529	0.772	ખીલવું
thriving	0.865	0.521	0.779	સમૃદ્ધ
throat	0.350	0.538	0.346	ગળું
throb	0.500	0.673	0.556	થ્રોબ
throbbing	0.645	0.808	0.491	ધબકારા
throes	0.146	0.760	0.235	થૂસ
throne	0.724	0.606	0.887	સિંહાસન
throng	0.480	0.810	0.706	ભીડ
throttle	0.562	0.804	0.750	થ્રોટલ
throw	0.344	0.770	0.623	ફેંકવું
throwback	0.280	0.454	0.356	થ્રોબેક
thrower	0.470	0.690	0.717	ફેંકનાર
thrown	0.500	0.550	0.619	ફેંકવામાં
thrush	0.306	0.490	0.454	થ્રશ
thrust	0.510	0.647	0.663	જોર
thruster	0.698	0.812	0.719	થ્રસ્ટર
thud	0.255	0.686	0.620	થડ
thug	0.240	0.882	0.667	ઠગ
thumb	0.673	0.271	0.361	અંગૂઠો
thumbprint	0.510	0.347	0.451	અંગૂઠાની છાપ
thump	0.280	0.792	0.608	પ્રહાર
thumper	0.354	0.623	0.457	થમ્પર
thumping	0.214	0.755	0.566	થમ્પિંગ
thunder	0.296	0.916	0.526	ગર્જના
thunderbolt	0.418	0.719	0.642	વીજળી
thunderclap	0.390	0.833	0.607	ગર્જના
thundering	0.337	0.778	0.700	ગર્જના
thunderstorm	0.135	0.860	0.784	વાવાઝોડું
thunderstruck	0.194	0.716	0.509	ગાજવીજ
thwart	0.281	0.684	0.409	નિષ્ફળ કરવું
thx	0.562	0.425	0.461	આભાર
thyme	0.561	0.255	0.325	થાઇમ
thyroid	0.234	0.455	0.373	થાઇરોઇડ
tiara	0.719	0.300	0.472	મુગટ
tibia	0.450	0.302	0.425	ટિબિયા
tic	0.271	0.438	0.250	ટિક
tick	0.521	0.386	0.412	ટિક
ticked	0.469	0.386	0.455	નિશાની
ticker	0.479	0.471	0.509	ટીકર
ticket	0.684	0.387	0.434	ટિકિટ
tickle	0.760	0.727	0.342	ગલીપચી
tickled	0.755	0.707	0.364	ગલીપચી
ticklish	0.823	0.814	0.345	ગલીપચી
tidal	0.592	0.539	0.519	ભરતી
tidal wave	0.240	0.894	0.736	પ્રચંડ મોજા
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	ભરતી
tidings	0.610	0.510	0.694	સમાચાર
tidy	0.760	0.208	0.647	વ્યવસ્થિત
tie	0.663	0.464	0.431	બાંધવું
tier	0.520	0.245	0.560	ટાયર
tiff	0.531	0.415	0.343	ઝઘડો
tiger	0.479	0.765	0.664	વાઘ
tighten	0.388	0.487	0.627	સજ્જડ
tightness	0.344	0.606	0.759	ચુસ્તતા
tightrope	0.354	0.653	0.279	ટાઈટરોપ
tights	0.583	0.343	0.269	ટાઇટ્સ
tilde	0.520	0.314	0.321	ટિલ્ડ
tile	0.429	0.245	0.348	ટાઇલ
tiling	0.600	0.330	0.315	ટાઇલિંગ
till	0.490	0.327	0.319	સુધી
tillage	0.552	0.591	0.540	ખેડાણ
tiller	0.448	0.410	0.290	ખેડનાર
tilt	0.365	0.549	0.463	ઝુકાવ
tilting	0.459	0.384	0.340	નમવું
timber	0.332	0.202	0.386	લાકડું
timberland	0.550	0.415	0.571	ટિમ્બરલેન્ડ
timbre	0.460	0.480	0.296	લાકડા
time	0.604	0.288	0.609	સમય
timeless	0.408	0.468	0.583	કાલાતીત
timeliness	0.760	0.404	0.582	સમયસૂચકતા
timely	0.865	0.387	0.591	સમયસર
timeout	0.344	0.433	0.322	સમયસમાપ્તિ
timepiece	0.650	0.279	0.461	ઘડિયાળ
timer	0.469	0.433	0.500	ટાઈમર
times	0.490	0.279	0.439	વખત
timetable	0.561	0.189	0.491	સમયપત્રક
timewasters	0.391	0.535	0.291	સમય બરબાદ કરનારા
timid	0.327	0.276	0.132	ડરપોક
timidity	0.333	0.358	0.153	ડરપોક
timing	0.521	0.311	0.577	સમય
tin	0.469	0.370	0.217	ટીન
tincture	0.440	0.360	0.402	ટિંકચર
tine	0.438	0.373	0.284	ટાઈન
tinfoil	0.448	0.284	0.311	ટીન ફોઇલ
tinge	0.469	0.292	0.264	આભાસ
tingle	0.460	0.560	0.264	કળતર
tingling	0.427	0.615	0.340	કળતર
tinker	0.396	0.528	0.275	ટિંકર
tinkering	0.531	0.490	0.448	ટિંકરિંગ
tinkle	0.562	0.529	0.356	ટિંકલ
tinkling	0.612	0.530	0.324	ટિંકલિંગ
tinnitus	0.384	0.536	0.411	ટિનીટસ
tinsel	0.663	0.521	0.473	ટિન્સેલ
tint	0.582	0.292	0.273	રંગભેદ
tiny	0.479	0.196	0.125	નાનું
tip	0.708	0.221	0.518	ટીપ
tipper	0.427	0.571	0.431	ટીપર
tipster	0.490	0.462	0.490	ટીપસ્ટર
tipsy	0.510	0.625	0.570	ટીપ્સી
tiptoe	0.510	0.490	0.407	ટોચ
tirade	0.378	0.587	0.532	તિરાડ
tire	0.438	0.385	0.381	ટાયર
tired	0.125	0.317	0.191	થાકેલું
tiredness	0.387	0.408	0.242	થાક
tiredofit	0.300	0.270	0.204	થાકેલા
tireless	0.657	0.750	0.645	અથક
tiresome	0.240	0.542	0.153	કંટાળાજનક
tiring	0.153	0.510	0.176	કંટાળાજનક
tissue	0.558	0.236	0.345	પેશી
tistheseason	0.646	0.548	0.435	તિથિની મોસમ
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	ટાઇટન
titanic	0.427	0.786	0.795	ટાઇટેનિક
titanium	0.520	0.470	0.704	ટાઇટેનિયમ
tithe	0.507	0.276	0.385	દશાંશ ભાગ
title	0.708	0.356	0.574	શીર્ષક
titled	0.677	0.240	0.658	શીર્ષક
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	શીર્ષક
toad	0.302	0.452	0.196	દેડકો
toast	0.740	0.382	0.356	ટોસ્ટ
toaster	0.542	0.337	0.387	ટોસ્ટર
toasty	0.698	0.461	0.396	સ્વાદિષ્ટ
tobacco	0.327	0.546	0.387	તમાકુ
toby	0.427	0.375	0.330	ટોબી
tod	0.469	0.330	0.384	ટોડ
today	0.806	0.306	0.362	આજે
toddler	0.812	0.469	0.368	નવું ચાલવા શીખતું બાળક
toe	0.406	0.221	0.293	અંગૂઠો
toenail	0.530	0.380	0.306	પગની નખ
toffee	0.658	0.510	0.396	ટોફી
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	ટોગા
together	0.874	0.392	0.658	સાથે
togetherness	0.906	0.360	0.635	એકતા
toil	0.558	0.510	0.583	કઠોર પરિશ્રમ
toilet	0.490	0.290	0.233	શૌચાલય
toils	0.480	0.710	0.482	પરિશ્રમ
token	0.510	0.418	0.414	ટોકન
tolerable	0.750	0.350	0.374	સહન કરી શકાય તેવું
tolerance	0.875	0.206	0.649	સહનશીલતા
tolerant	0.765	0.192	0.618	સહનશીલ
tolerate	0.724	0.430	0.588	સહન કરવું
toleration	0.776	0.442	0.727	સહનશીલતા
toll	0.296	0.422	0.453	ટોલ
tomahawk	0.510	0.642	0.504	ટોમહોક
tomato	0.550	0.183	0.275	ટામેટા
tomatoes	0.615	0.240	0.272	ટામેટાં
tomb	0.112	0.500	0.343	કબર
tombstone	0.204	0.441	0.311	કબરનો પત્થર
tomcat	0.520	0.412	0.386	ટોમકેટ
tome	0.429	0.316	0.492	મને
tomorrow	0.792	0.377	0.407	આવતીકાલે
ton	0.560	0.418	0.604	ટન
tone	0.551	0.355	0.411	સ્વર
toner	0.448	0.300	0.368	ટોનર
tong	0.475	0.480	0.370	ચીમળ
tongs	0.500	0.459	0.321	સાણસી
tongue	0.542	0.432	0.482	જીભ
tonic	0.541	0.360	0.500	ટોનિક
tonnage	0.323	0.382	0.590	ટનજ
tonsils	0.347	0.373	0.283	કાકડા
toocold	0.420	0.550	0.379	ખૂબ ઠંડુ
tool	0.490	0.350	0.594	સાધન
toolbox	0.531	0.316	0.472	ટૂલબોક્સ
tooling	0.510	0.406	0.634	ટૂલિંગ
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	દાંત
tooth	0.439	0.250	0.367	દાંત
toothache	0.188	0.853	0.412	દાંતના દુઃખાવા
toothbrush	0.517	0.330	0.321	ટૂથબ્રશ
toothed	0.449	0.394	0.352	દાંતાળું
toothless	0.312	0.541	0.272	દાંત વગરનું
toothpaste	0.510	0.290	0.371	ટૂથપેસ્ટ
toothpick	0.561	0.216	0.185	ટૂથપીક
toots	0.552	0.480	0.451	દાંત
top	0.760	0.400	0.554	ટોચ
topaz	0.643	0.325	0.384	પોખરાજ
topic	0.520	0.276	0.427	વિષય
topical	0.561	0.340	0.500	પ્રસંગોચિત
topless	0.625	0.765	0.414	અર્ધનગ્ન
topographic	0.604	0.378	0.558	ટોપોગ્રાફિક
topographical	0.438	0.350	0.538	ટોપોગ્રાફિકલ
topography	0.469	0.357	0.506	ટોપોગ્રાફી
topple	0.198	0.820	0.573	ગબડવું
topside	0.708	0.466	0.598	ટોચની બાજુ
tor	0.337	0.430	0.418	ટોર
torch	0.531	0.630	0.545	ટોર્ચ
torment	0.057	0.750	0.387	યાતના
tormented	0.071	0.855	0.323	યાતના આપી
torn	0.153	0.510	0.283	ફાટેલું
tornado	0.260	0.896	0.784	ટોર્નેડો
torpedo	0.219	0.794	0.707	ટોર્પિડો
torque	0.466	0.375	0.406	ટોર્ક
torrent	0.541	0.745	0.676	ટૉરેંટ
torrid	0.281	0.625	0.517	ઉષ્ણ
torsion	0.312	0.651	0.402	ટોર્સિયન
torso	0.408	0.394	0.473	ધડ
tort	0.229	0.635	0.455	ટોર્ટ
tortious	0.312	0.724	0.491	ત્રાસદાયક
tortoise	0.673	0.078	0.250	કાચબો
tortuous	0.194	0.755	0.382	કપટી
torture	0.115	0.878	0.555	ત્રાસ
tortured	0.062	0.890	0.361	યાતનાઓ
toss	0.418	0.725	0.575	ટૉસ
tot	0.602	0.431	0.311	ટોટ
total	0.771	0.286	0.714	કુલ
totality	0.688	0.443	0.717	સંપૂર્ણતા
totally	0.820	0.422	0.702	તદ્દન
tote	0.510	0.398	0.625	ટોટ
totem	0.639	0.350	0.571	ટોટેમ
touch	0.646	0.477	0.455	સ્પર્શ
touchdown	0.667	0.770	0.586	ટચડાઉન
touched	0.592	0.380	0.404	સ્પર્શ કર્યો
touching	0.760	0.439	0.491	સ્પર્શ
touchy	0.323	0.510	0.343	સ્પર્શી
tough	0.344	0.588	0.742	કઠિન
toughen	0.458	0.683	0.711	સખત
toughness	0.552	0.618	0.837	કઠોરતા
toupee	0.323	0.270	0.324	ટુપી
tour	0.663	0.545	0.543	પ્રવાસ
tourism	0.823	0.531	0.545	પ્રવાસન
tourist	0.745	0.480	0.430	પ્રવાસી
tourmaline	0.448	0.513	0.441	ટુરમાલાઇન
tournament	0.694	0.740	0.611	પ્રતયોગીતા
tourniquet	0.335	0.521	0.398	ટોર્નિકેટ
tout	0.480	0.538	0.375	ટોટ
tow	0.531	0.500	0.508	વાહન ખેંચવું
towel	0.630	0.208	0.286	ટુવાલ
tower	0.606	0.380	0.644	ટાવર
towering	0.500	0.690	0.806	વિશાળ
town	0.551	0.299	0.627	નગર
townhouse	0.622	0.400	0.443	ટાઉનહાઉસ
township	0.531	0.292	0.667	ટાઉનશિપ
townspeople	0.677	0.466	0.569	નગરજનો
toxic	0.008	0.885	0.492	ઝેરી
toxicity	0.104	0.865	0.491	ઝેરી
toxicology	0.302	0.736	0.574	વિષવિજ્ઞાન
toxin	0.115	0.654	0.456	ઝેર
toy	0.878	0.420	0.275	રમકડું
toymaker	0.755	0.510	0.536	રમકડા બનાવનાર
trace	0.573	0.346	0.483	ટ્રેસ
traceable	0.602	0.370	0.535	શોધી શકાય તેવું
tracer	0.573	0.327	0.645	ટ્રેસર
traces	0.482	0.448	0.389	નિશાન
trachea	0.448	0.509	0.387	શ્વાસનળી
tracing	0.418	0.591	0.565	ટ્રેસીંગ
track	0.448	0.433	0.526	ટ્રેક
tracker	0.398	0.744	0.731	ટ્રેકર
tract	0.406	0.422	0.339	માર્ગ
tractable	0.635	0.500	0.469	ટ્રેક્ટેબલ
traction	0.429	0.585	0.648	ટ્રેક્શન
tractor	0.449	0.580	0.619	ટ્રેક્ટર
trade	0.561	0.544	0.690	વેપાર
trademark	0.667	0.344	0.750	ટ્રેડમાર્ક
trader	0.562	0.632	0.854	વેપારી
tradesman	0.531	0.431	0.664	વેપારી
trading	0.635	0.602	0.705	વેપાર
tradition	0.830	0.430	0.750	પરંપરા
traditional	0.677	0.221	0.604	પરંપરાગત
traffic	0.323	0.559	0.518	ટ્રાફિક
traffic light	0.490	0.469	0.479	ટ્રાફિક લાઇટ
trafficking	0.250	0.710	0.399	હેરફેર
tragedies	0.100	0.910	0.442	કરૂણાંતિકાઓ
tragedy	0.052	0.843	0.340	દુર્ઘટના
tragic	0.048	0.904	0.396	દુ:ખદ
trail	0.600	0.322	0.455	પગેરું
trailer	0.541	0.490	0.473	ટ્રેલર
train	0.666	0.705	0.620	ટ્રેન
train set	0.604	0.598	0.464	ટ્રેન સેટ
trained	0.771	0.538	0.645	પ્રશિક્ષિત
trainee	0.627	0.408	0.352	તાલીમાર્થી
trainer	0.698	0.719	0.824	ટ્રેનર
training	0.714	0.776	0.788	તાલીમ
trait	0.469	0.365	0.453	લક્ષણ
traitor	0.112	0.796	0.491	દેશદ્રોહી
traitorous	0.073	0.745	0.412	દેશદ્રોહી
trajectory	0.653	0.558	0.779	માર્ગ
tram	0.667	0.628	0.492	ટ્રામ
tramp	0.108	0.510	0.182	ટ્રેમ્પ
trample	0.235	0.764	0.562	કચડી નાખવું
trampoline	0.604	0.690	0.391	ટ્રેમ્પોલિન
tramway	0.615	0.538	0.543	ટ્રામવે
trance	0.469	0.481	0.382	સમાધિ
tranquil	0.917	0.094	0.355	શાંત
tranquility	0.840	0.135	0.442	શાંતિ
tranquilizer	0.510	0.236	0.596	ટ્રાન્ક્વીલાઈઝર
transact	0.521	0.625	0.680	વ્યવહાર
transaction	0.650	0.577	0.579	સોદા
transatlantic	0.724	0.596	0.706	ટ્રાન્સએટલાન્ટિક
transceiver	0.510	0.490	0.537	ટ્રાન્સસીવર
transcend	0.604	0.771	0.726	પાર
transcendence	0.656	0.608	0.754	ગુણાતીત
transcendent	0.667	0.600	0.824	ગુણાતીત
transcendental	0.635	0.652	0.842	ગુણાતીત
transcribe	0.500	0.394	0.573	લખાણ
transcriber	0.490	0.420	0.615	ટ્રાન્સક્રિબર
transcript	0.639	0.398	0.528	ટ્રાન્સક્રિપ્ટ
transcription	0.592	0.455	0.615	ટ્રાન્સક્રિપ્શન
transfer	0.702	0.490	0.519	ટ્રાન્સફર
transference	0.592	0.294	0.551	ટ્રાન્સફર
transferred	0.480	0.450	0.409	સ્થાનાંતરિત
transfixed	0.427	0.660	0.528	સ્થાનાંતરિત
transform	0.735	0.667	0.696	પરિવર્તન
transformation	0.796	0.618	0.770	પરિવર્તન
transformer	0.582	0.582	0.723	ટ્રાન્સફોર્મર
transfusion	0.417	0.730	0.557	સ્થાનાંતરણ
transgression	0.158	0.890	0.611	ઉલ્લંઘન
transient	0.510	0.405	0.430	ક્ષણિક
transistor	0.480	0.480	0.444	ટ્રાન્ઝિસ્ટર
transit	0.439	0.590	0.588	પરિવહન
transition	0.605	0.561	0.558	સંક્રમણ
transitional	0.573	0.472	0.491	સંક્રમણકારી
transitive	0.479	0.377	0.414	સંક્રમિત
transitory	0.438	0.450	0.407	ક્ષણિક
translate	0.604	0.423	0.462	અનુવાદ
translation	0.633	0.435	0.598	અનુવાદ
translator	0.760	0.412	0.473	અનુવાદક
translocation	0.367	0.612	0.564	સ્થાનાંતરણ
translucent	0.600	0.500	0.389	અર્ધપારદર્શક
transmission	0.688	0.490	0.611	ટ્રાન્સમિશન
transmit	0.836	0.581	0.673	ટ્રાન્સમિટ
transmitter	0.520	0.511	0.719	ટ્રાન્સમીટર
transmutation	0.438	0.740	0.737	ટ્રાન્સમ્યુટેશન
transom	0.375	0.385	0.417	ટ્રાન્સમ
