English Word	Valence	Arousal	Dominance	Sinhala Word
summon	0.521	0.560	0.664	කැඳවන්න
summons	0.552	0.604	0.598	කැඳවයි
sumo	0.480	0.394	0.564	සුමෝ
sump	0.365	0.451	0.340	සම්පත
sumptuous	0.698	0.550	0.555	සාරවත්
sun	0.877	0.400	0.681	හිරු
sunbeam	0.729	0.440	0.505	හිරු කිරණ
sunburn	0.061	0.755	0.447	අව් රශ්මිය
sundae	0.743	0.414	0.404	සන්ඩේ
sunday	0.776	0.196	0.394	ඉරිදා
sundial	0.643	0.225	0.406	හිරු කිරණ
sundown	0.812	0.276	0.445	හිරු බැස යෑම
sundry	0.543	0.369	0.407	නොයෙක්
sunflower	0.878	0.231	0.270	සූරියකාන්ත
sunglass	0.684	0.264	0.324	අව් කණ්ණාඩි
sunglasses	0.844	0.443	0.364	අව් කන්නාඩි
sunk	0.146	0.531	0.185	ගිලී ගියේය
sunken	0.103	0.476	0.173	ගිලී ඇත
sunless	0.245	0.280	0.273	හිරු රහිත
sunlight	0.906	0.407	0.639	හිරු එළිය
sunny	0.740	0.348	0.481	අව්ව
sunrise	0.823	0.347	0.640	හිරු උදාව
sunroof	0.681	0.325	0.425	හිරු ආවරණ
sunscreen	0.656	0.387	0.462	හිරු ආවරණ
sunset	0.875	0.231	0.298	හිරු බැස යෑම
sunshine	0.885	0.297	0.769	හිරු එළිය
suntan	0.620	0.510	0.366	suntan
sunup	0.760	0.304	0.620	හිරු බැස යෑම
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	සුපිරි
superannuation	0.448	0.412	0.562	අධි වාර්ෂිකය
superb	0.980	0.708	0.852	සුපිරියි
superficial	0.357	0.407	0.309	මතුපිටින්
superfluous	0.316	0.469	0.393	අතිරික්ත
superhero	0.910	0.820	0.893	සුපිරි වීරයා
superhuman	0.810	0.745	0.895	අධිමානුෂිකයි
superimposed	0.490	0.529	0.683	අධිස්ථාපනය
superintendent	0.592	0.570	0.942	අධිකාරී
superior	0.801	0.697	0.940	උසස්
superiority	0.582	0.602	0.959	උසස් බව
superlative	0.714	0.566	0.737	සුපිරි
superman	0.945	0.794	0.929	සුපිරි මිනිසා
supermarket	0.690	0.547	0.571	සුපිරි වෙළඳසැල
supermodel	0.880	0.663	0.698	සුපිරි මාදිලිය
supernatant	0.500	0.500	0.565	සුපිරි
supernatural	0.622	0.824	0.733	ලෝකෝත්තර
supernova	0.729	0.673	0.827	සුපර්නෝවා
superposition	0.480	0.570	0.806	සුපිරි පිහිටීම
superpower	0.806	0.784	0.972	සුපිරි බලය
supersede	0.479	0.510	0.518	අභිබවා යයි
superstar	0.885	0.860	0.880	සුපිරි තරුව
superstition	0.177	0.640	0.418	අන්ධ විශ්වාසය
superstitious	0.281	0.545	0.514	මිත්යාදෘෂ්ටික
superstore	0.719	0.600	0.640	සුපිරි වෙළඳසැල
supervise	0.698	0.555	0.889	අධීක්ෂණය
supervision	0.459	0.578	0.825	අධීක්ෂණය
supervisor	0.615	0.479	0.933	අධීක්ෂක
supper	0.708	0.429	0.552	රාත්රී ආහාරය
suppertime	0.792	0.388	0.461	රාත්රී කාලය
supplant	0.344	0.558	0.463	ආදේශක
supple	0.812	0.528	0.436	supple
supplement	0.745	0.406	0.491	අතිරේකය
supplemental	0.604	0.404	0.555	පරිපූරක
supplementary	0.625	0.352	0.541	පරිපූරක
supplication	0.469	0.570	0.309	අයැදීම
supplier	0.615	0.462	0.736	සැපයුම්කරු
supplies	0.698	0.390	0.595	සැපයුම්
supply	0.708	0.519	0.603	සැපයුම
support	0.811	0.472	0.737	සහාය
supported	0.853	0.408	0.613	සහාය දුන්නා
supporter	0.721	0.510	0.698	ආධාරකරු
supporters	0.763	0.539	0.558	ආධාරකරුවන්
supporting	0.634	0.490	0.764	සහාය දෙනවා
supportive	0.875	0.420	0.635	ආධාරක
suppose	0.551	0.343	0.348	උපකල්පනය කරන්න
supposed	0.296	0.378	0.379	අනුමාන කරයි
supposing	0.449	0.451	0.357	උපකල්පනය කරමින්
supposition	0.531	0.408	0.526	උපකල්පනය
suppress	0.281	0.559	0.509	යටපත් කරනවා
suppression	0.267	0.541	0.537	මර්දනය
supremacy	0.794	0.706	0.943	උත්තරීතරත්වය
supreme	0.812	0.700	0.974	උත්තරීතර
supremely	0.833	0.725	0.897	උත්තරීතර
surcharge	0.375	0.528	0.500	අධිභාරය
sure	0.724	0.270	0.793	නිසැකවම
surety	0.776	0.365	0.750	ඇපකරය
surf	0.847	0.650	0.500	සැරිසරන්න
surface	0.448	0.375	0.604	මතුපිට
surfboard	0.729	0.730	0.387	සර්ෆ්බෝඩ්
surfer	0.704	0.701	0.554	සැරිසරන්න
surge	0.449	0.684	0.500	සැඩපහර
surgeon	0.500	0.598	0.793	ශල්ය වෛද්ය
surgery	0.286	0.769	0.600	සැත්කම්
surgical	0.327	0.696	0.723	ශල්යකර්ම
surly	0.221	0.469	0.493	surly
surmise	0.529	0.400	0.347	අනුමාන කරන්න
surname	0.670	0.250	0.493	වාසගම
surpassing	0.719	0.660	0.720	අභිබවා යමින්
surplus	0.602	0.680	0.630	අතිරික්තය
surprise	0.875	0.875	0.562	පුදුමය
surprised	0.784	0.855	0.539	පුදුමයට පත් විය
surprises	0.875	0.769	0.632	විස්මයන්
surprising	0.888	0.790	0.692	පුදුම සහගතයි
surprisingly	0.847	0.793	0.819	පුදුම සහගතයි
surreal	0.550	0.529	0.670	අධි යථාර්ථවාදී
surrender	0.115	0.396	0.186	යටත් වෙනවා
surrendering	0.198	0.411	0.245	යටත් වීම
surrogate	0.406	0.590	0.472	ප්රතිනිහිතය
surround	0.542	0.623	0.627	වටේ
surrounding	0.531	0.422	0.669	අවට
surroundings	0.600	0.346	0.492	වටපිටාව
surveillance	0.365	0.720	0.718	ඔත්තු බැලීම
survey	0.580	0.357	0.379	මිනුම්
surveying	0.488	0.455	0.682	මැනුම් කටයුතු
surveyor	0.545	0.337	0.648	මිනින්දෝරු
survival	0.541	0.798	0.879	පැවැත්ම
survive	0.770	0.824	0.726	බේරෙනවා
surviving	0.646	0.836	0.721	බේරෙනවා
survivor	0.677	0.750	0.815	දිවි ගලවාගත්
susceptibility	0.458	0.627	0.364	සංවේදීතාව
susceptible	0.438	0.449	0.304	ගොදුරු විය හැක
sushi	0.698	0.343	0.394	සුෂි
suspect	0.133	0.750	0.509	සැකකරු
suspected	0.173	0.755	0.452	සැක කෙරේ
suspend	0.240	0.320	0.368	අත්හිටුවනවා
suspended	0.224	0.402	0.368	අත්හිටුවා ඇත
suspenders	0.391	0.333	0.500	අත්හිටුවන්නන්
suspense	0.286	0.775	0.402	සැකය
suspension	0.288	0.530	0.426	අත්හිටුවීම
suspicion	0.204	0.711	0.377	සැකය
suspicions	0.208	0.745	0.500	සැකයන්
suspicious	0.153	0.745	0.431	සැක සහිතයි
sustain	0.635	0.358	0.593	පවත්වාගෙන යනවා
sustained	0.649	0.340	0.580	තිරසාර විය
sustenance	0.820	0.519	0.679	පෝෂණය
suture	0.240	0.510	0.510	මැහුම්
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	ගිල දමන්න
swami	0.510	0.547	0.491	ස්වාමි
swamp	0.245	0.425	0.235	වගුරු බිම
swamped	0.156	0.480	0.270	වගුරලා
swampy	0.306	0.390	0.412	වගුරු බිම්
swan	0.781	0.225	0.357	හංසයා
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	හුවමාරු කරන්න
swarm	0.302	0.735	0.458	රංචුවක්
swarming	0.375	0.600	0.435	රංචු ගැසෙනවා
swastika	0.316	0.472	0.491	ස්වස්තික
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	පැද්දෙනවා
swear	0.601	0.577	0.658	දිවුරනවා
swearing	0.333	0.559	0.586	දිවුරනවා
sweat	0.388	0.579	0.297	දහඩිය
sweater	0.704	0.245	0.295	ස්ෙව්ටර්
sweating	0.292	0.667	0.265	දහඩිය දැමීම
sweatshirt	0.510	0.368	0.353	ස්ෙවට් ෂර්ට්
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	දහඩිය
sweep	0.448	0.385	0.383	අතුගාන්න
sweeper	0.470	0.549	0.414	අතුගාන්නා
sweeping	0.344	0.431	0.355	අතුගානවා
sweet	0.668	0.418	0.382	මිහිරි
sweeten	0.908	0.455	0.423	මිහිරි කරන්න
sweetened	0.940	0.461	0.398	පැණිරසයි
sweetener	0.670	0.333	0.330	පැණි රසකාරකය
sweetest	0.959	0.500	0.370	මිහිරිම
sweetheart	0.959	0.423	0.509	සොඳුරිය
sweetie	0.990	0.549	0.560	සොඳුරිය
sweetness	0.906	0.474	0.528	මිහිරි බව
sweets	0.910	0.422	0.321	රසකැවිලි
swell	0.360	0.679	0.348	ඉදිමීම
swelling	0.323	0.608	0.250	ඉදිමීම
sweltering	0.204	0.644	0.362	sweltering
swerve	0.276	0.612	0.357	පෙරළෙනවා
swift	0.760	0.776	0.698	වේගවත්
swiftly	0.660	0.885	0.618	වේගයෙන්
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	පිහිනන්න
swimmer	0.657	0.698	0.610	පිහිනන්නා
swimming	0.760	0.559	0.524	පිහිනීම
swimsuit	0.740	0.373	0.269	පිහිනුම් ඇඳුම
swindle	0.122	0.740	0.439	වංචාව
swindler	0.125	0.721	0.575	වංචාකාරයා
swine	0.340	0.519	0.277	ඌරන්
swing	0.602	0.510	0.481	පැද්දීම
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	පැද්දෙනවා
swipe	0.573	0.450	0.266	ස්වයිප් කරන්න
swirl	0.490	0.726	0.639	කැරකෙනවා
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	මාරු කරන්න
switchblade	0.357	0.596	0.528	මාරු තලය
switchboard	0.571	0.519	0.558	ස්විච් පුවරුව
swivel	0.562	0.480	0.500	කැරකෙනවා
swollen	0.236	0.510	0.277	ඉදිමුණු
swoon	0.292	0.510	0.160	සිහිමුර්ජා වෙනවා
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	කඩුව
swordfish	0.564	0.520	0.442	තලපතා
swordplay	0.616	0.750	0.528	කඩු හරඹය
swordsman	0.395	0.857	0.696	කඩුකාරයා
sycamore	0.500	0.401	0.527	සිකමෝර්
syllable	0.448	0.250	0.417	අක්ෂරය
syllabus	0.736	0.370	0.643	විෂය නිර්දේශය
symbiotic	0.832	0.425	0.406	සහජීවන
symbol	0.643	0.388	0.527	සංකේතය
symbolic	0.670	0.385	0.574	සංකේතාත්මක
symbolically	0.582	0.385	0.648	සංකේතාත්මකව
symbolism	0.688	0.347	0.640	සංකේතවාදය
symbolize	0.633	0.327	0.673	සංකේතවත් කරනවා
symmetric	0.745	0.212	0.588	සමමිතික
symmetrical	0.542	0.263	0.569	සමමිතික
symmetry	0.604	0.274	0.500	සමමිතිය
sympathetic	0.796	0.434	0.609	සානුකම්පිත
sympathize	0.770	0.627	0.644	අනුකම්පා කරනවා
sympathy	0.827	0.497	0.634	අනුකම්පාව
symphonic	0.775	0.545	0.566	symphonic
symphony	0.765	0.490	0.600	සංධ්වනිය
symposium	0.573	0.394	0.644	සම්මන්ත්රණය
symptom	0.380	0.529	0.434	රෝග ලක්ෂණය
symptomatic	0.367	0.434	0.491	රෝග ලක්ෂණ
synagogue	0.531	0.300	0.544	සිනගෝගය
synapse	0.660	0.471	0.491	උපාගම
synaptic	0.573	0.553	0.622	උපාගමික
sync	0.802	0.440	0.670	සමමුහුර්ත
synchronize	0.781	0.361	0.654	සමමුහුර්ත කරන්න
synchronous	0.600	0.538	0.545	සමමුහුර්ත
syncope	0.245	0.538	0.398	සින්කෝප්
syndicate	0.439	0.491	0.673	සින්ඩිකේට්
syndrome	0.229	0.510	0.246	සින්ඩ්රෝම්
synergistic	0.571	0.550	0.547	සහජීවනාත්මක
synergy	0.667	0.510	0.720	සහජීවනය
synod	0.469	0.377	0.574	සිනොඩ්
synonym	0.615	0.210	0.433	සමාන පද
synonymous	0.480	0.323	0.400	සමාන පද
synopsis	0.541	0.390	0.482	සාරාංශය
synoptic	0.561	0.510	0.596	සාරාංශික
syntax	0.531	0.346	0.559	වාක්ය ඛණ්ඩය
synthesis	0.604	0.315	0.377	සංශ්ලේෂණය
synthesizer	0.500	0.410	0.592	සංස්ෙල්ෂක
synthetic	0.396	0.350	0.519	කෘතිම
syphilis	0.071	0.606	0.245	සිෆිලිස්
syringe	0.250	0.680	0.330	සිරින්ජය
syrup	0.620	0.223	0.318	සිරප්
system	0.615	0.346	0.764	පද්ධතියක්
systematic	0.617	0.444	0.594	ක්රමානුකූල
systematically	0.690	0.390	0.651	ක්රමානුකූලව
t-shirt	0.815	0.286	0.284	ටී ෂර්ට්
tab	0.594	0.208	0.308	ටැබ්
tabasco	0.375	0.546	0.404	ටැබස්කෝ
tabby	0.510	0.426	0.387	ටැබී
tabernacle	0.408	0.480	0.605	මණ්ඩපය
table	0.551	0.170	0.284	වගුව
tableau	0.531	0.302	0.321	වගුව
tablecloth	0.480	0.165	0.215	මේස රෙද්ද
tablespoon	0.490	0.353	0.245	tablespoon
tablet	0.562	0.330	0.438	ටැබ්ලට්
tableware	0.677	0.250	0.276	පිඟන් භාණ්ඩ
tabloid	0.438	0.365	0.444	ටැබ්ලොයිඩ්
taboo	0.198	0.794	0.482	තහනම්
tabular	0.438	0.330	0.462	වගු
tabulate	0.480	0.403	0.598	වගුගත කරන්න
tabulation	0.396	0.346	0.526	වගුගත කිරීම
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	නිහඬව
tack	0.365	0.431	0.431	ටැක්
tackle	0.365	0.686	0.569	සටන් කරන්න
tackled	0.438	0.612	0.569	මුහුණ දුන්නා
tackling	0.480	0.694	0.613	ටැකල් කිරීම
tacky	0.245	0.490	0.373	ඇලෙන සුළු
taco	0.561	0.353	0.277	ටැකෝ
tact	0.550	0.417	0.417	උපායශීලී
tactful	0.704	0.292	0.537	උපායශීලී
tactic	0.531	0.434	0.798	උපක්රමය
tactical	0.594	0.481	0.684	උපායශීලී
tactics	0.583	0.676	0.774	උපක්රම
tactile	0.573	0.410	0.491	ස්පර්ශය
tad	0.459	0.240	0.250	ටිකක්
tadpole	0.350	0.434	0.218	tadpole
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	ටැෆි
tag	0.612	0.353	0.375	ටැගය
tail	0.480	0.272	0.293	වලිගය
tailed	0.438	0.358	0.351	වලිග සහිත
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	වලිග
taillight	0.479	0.367	0.283	පසුපස පහන
tailor	0.573	0.206	0.450	ටේලර්
tailoring	0.673	0.540	0.566	ඇඳුම් මැසීම
tailpipe	0.460	0.429	0.409	ටේල් පයිප්ප
taint	0.141	0.425	0.226	අපිරිසිදු
take	0.828	0.537	0.348	ගන්නවා
takeoff	0.755	0.884	0.626	ඉවත් කරන්න
takeout	0.736	0.392	0.368	ඉවතට ගන්න
takeover	0.663	0.531	0.861	භාරගන්ක
taker	0.375	0.521	0.618	ගන්නා
talcum	0.500	0.196	0.291	ටැල්කම්
tale	0.663	0.300	0.336	කතාවක
talent	0.959	0.607	0.811	දක්ෂතා
talented	0.939	0.635	0.938	දක්ෂයි
talisman	0.704	0.542	0.642	තලිස්මන්
talk	0.833	0.346	0.594	කතා කරනවා
talkative	0.562	0.673	0.535	කතා කරන
talker	0.500	0.604	0.552	කතා කරන්නා
tall	0.725	0.591	0.538	උස
tallies	0.551	0.290	0.402	උස
tallow	0.344	0.283	0.290	උස
tally	0.542	0.420	0.518	ගණන්
talon	0.344	0.569	0.475	තලය
talons	0.320	0.698	0.525	තල
tambourine	0.622	0.548	0.348	රබන්
tame	0.560	0.604	0.642	හීලෑ
tamer	0.385	0.783	0.815	හීලෑ කරන්නා
taming	0.569	0.514	0.575	හීලෑ කිරීම
tamper	0.184	0.802	0.545	විකෘති කිරීම
tampon	0.396	0.394	0.345	ටැම්පොන්
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	ටැන්ඩම්
tang	0.594	0.383	0.340	ටැන්ග්
tangent	0.573	0.373	0.454	ස්පර්ශක
tangerine	0.571	0.271	0.395	ජවනාරන්
tangible	0.646	0.350	0.679	ස්පර්ශ කළ හැකි
tangle	0.354	0.545	0.254	පැටලෙනවා
tangled	0.260	0.539	0.316	පැටලී ඇත
tango	0.622	0.560	0.430	ටැන්ගෝ
tank	0.431	0.454	0.634	ටැංකිය
tank top	0.610	0.371	0.371	ටැංකි මුදුන
tanker	0.520	0.647	0.713	ටැංකිය
tanned	0.615	0.550	0.491	පදම් කළා
tantalizing	0.525	0.788	0.625	තුෂ්නිම්භූත කිරීම
tantamount	0.633	0.288	0.670	සමානයි
tantrum	0.219	0.817	0.404	tantrum
taoism	0.490	0.250	0.456	තාඕවාදය
tap	0.461	0.370	0.349	තට්ටු කරන්න
tape	0.531	0.277	0.254	ටේප්
tape measure	0.406	0.250	0.360	ටේප් මිනුම
taper	0.541	0.410	0.415	ෙට්පර්
tapering	0.344	0.380	0.237	පටිගත කිරීම
tapestry	0.520	0.176	0.362	රෙදිපිළි
tapeworm	0.357	0.334	0.331	පටි පණුවා
tapioca	0.594	0.297	0.324	ටැපියෝකා
taps	0.448	0.378	0.409	කරාම
tar	0.438	0.440	0.570	තාර
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	ප්රමාදය
tardy	0.204	0.592	0.293	ප්රමාදයි
target	0.633	0.573	0.798	ඉලක්කය
targeted	0.573	0.537	0.573	ඉලක්ක කර ඇත
targeting	0.510	0.420	0.580	ඉලක්ක කිරීම
tariff	0.459	0.402	0.491	තීරුබදු
tarmac	0.357	0.302	0.398	තාර
tarnish	0.204	0.441	0.342	කැළල
tarot	0.479	0.422	0.430	ටාරෝ
tarp	0.479	0.210	0.364	තාර
tarry	0.392	0.413	0.388	tarry
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	ටාටන්
tartar	0.214	0.351	0.212	ටාටාර්
task	0.550	0.353	0.500	කාර්ය
tassel	0.552	0.330	0.307	ටැසල්
taste	0.802	0.406	0.465	රස
tasteful	0.918	0.458	0.625	රසවත්
tasteless	0.146	0.196	0.148	රස නැති
tasting	0.781	0.603	0.600	රස බැලීම
tasty	0.959	0.786	0.555	රසවත්
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	පච්චය
taught	0.814	0.481	0.642	ඉගැන්නුවා
taunt	0.083	0.696	0.355	සමච්චල් කරනවා
taupe	0.406	0.340	0.386	ටවුප්
taut	0.432	0.704	0.457	තද
tavern	0.516	0.577	0.475	තැබෑරුම්
tawdry	0.375	0.510	0.398	twdry
tawny	0.551	0.398	0.400	tawny
tax	0.260	0.481	0.534	බද්ද
taxed	0.255	0.456	0.500	බදු අය කළා
taxi	0.542	0.362	0.430	කුලී රථය
taxicab	0.479	0.430	0.355	කුලී රථය
taxonomy	0.370	0.410	0.630	වර්ගීකරණය
taxpayer	0.592	0.528	0.647	බදු ගෙවන්නා
tea	0.698	0.163	0.370	තේ
teach	0.840	0.510	0.852	උගන්වනවා
teacher	0.760	0.404	0.885	ගුරු
teaching	0.822	0.444	0.736	ඉගැන්වීම
teacup	0.633	0.135	0.277	තේ කෝප්පය
teahouse	0.802	0.314	0.288	තේ හවුස්
teal	0.540	0.293	0.321	තේල්
team	0.708	0.461	0.688	කණ්ඩායම
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	කණ්ඩායමේ සගයා
teamwork	0.918	0.490	0.773	කණ්ඩායම් වැඩ
teapot	0.479	0.110	0.309	තේ පෝච්චිය
tear	0.404	0.620	0.327	ඉරීම
tearful	0.208	0.500	0.184	කඳුළු පිරි
tearsofjoy	0.926	0.740	0.455	සතුටු කඳුළු
teary	0.167	0.473	0.216	කඳුළු
tease	0.317	0.790	0.432	උසුළු විසුළු කරන්න
teaser	0.510	0.558	0.534	ටීසර්
teasing	0.235	0.725	0.352	උසුළු විසුළු කිරීම
teaspoon	0.521	0.330	0.221	තේ හැන්දක
teat	0.612	0.469	0.328	තනපුඩු
teatime	0.847	0.159	0.339	තේ වේලාව
tech	0.684	0.491	0.732	තාක්ෂණය
technical	0.510	0.490	0.736	කාර්මික
technicality	0.632	0.471	0.661	තාක්ෂණික
technician	0.592	0.510	0.713	කාර්මිකයා
technique	0.760	0.414	0.593	තාක්ෂණය
techno	0.561	0.539	0.500	තාක්ෂණික
technological	0.680	0.452	0.815	තාක්ෂණික
technology	0.776	0.490	0.825	තාක්ෂණය
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	රා බීර
tedious	0.104	0.406	0.241	වෙහෙසකරයි
tedium	0.224	0.331	0.298	වෙහෙසකරයි
tee	0.459	0.373	0.377	ටී
teeming	0.582	0.550	0.727	පිරී ඉතිරී යනවා
teen	0.729	0.531	0.568	යෞවනයා
teenager	0.781	0.593	0.527	යෞවනයා
teens	0.653	0.660	0.440	නව යෞවනයන්
teensy	0.520	0.427	0.347	යොවුන් වියේ
teeny	0.427	0.418	0.216	යොවුන් වියේ
teeth	0.520	0.388	0.427	දත්
teething	0.396	0.471	0.474	දත් මැදීම
teflon	0.354	0.245	0.434	ටෙෆ්ලෝන්
telegram	0.561	0.542	0.550	විදුලි පණිවුඩ
telegraph	0.594	0.423	0.400	විදුලි පණිවුඩ
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	දුරස්ථමානය
telepathic	0.602	0.490	0.642	ටෙලිපති
telepathy	0.594	0.510	0.588	ටෙලිපති
telephone	0.694	0.520	0.425	දුරකථන
telescope	0.531	0.340	0.500	දුරේක්ෂය
telescopic	0.490	0.290	0.660	දුරේක්ෂ
telethon	0.643	0.641	0.473	ටෙලිතන්
teletype	0.532	0.392	0.455	ටෙලිටයිප්
televised	0.625	0.519	0.518	රූපවාහිනිය විකාශය කළා
television	0.633	0.391	0.547	රූපවාහිනිය
tell	0.551	0.350	0.457	කියන්න
teller	0.500	0.395	0.443	කියන්නා
telling	0.719	0.441	0.527	කියනවා
telltale	0.240	0.663	0.426	කියන්න
temp	0.490	0.440	0.314	උෂ්ණත්වය
temper	0.633	0.623	0.818	කෝපය
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	ස්වභාවය
temperamental	0.316	0.774	0.608	temperamental
temperance	0.500	0.294	0.639	සංයමය
temperate	0.469	0.394	0.593	සෞම්ය
temperature	0.521	0.559	0.473	උෂ්ණත්වය
tempered	0.583	0.437	0.667	කෝපයට පත් විය
tempest	0.245	0.843	0.653	කුණාටුව
template	0.479	0.311	0.411	සැකිල්ල
temple	0.612	0.269	0.660	පන්සල
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	තාවකාලික
temporarily	0.500	0.365	0.373	තාවකාලිකව
temporary	0.458	0.415	0.324	තාවකාලික
tempt	0.210	0.677	0.500	පෙළඹවීම
temptation	0.365	0.817	0.560	පෙළඹවීම
tempting	0.615	0.740	0.519	පෙළඹවීම
temptress	0.427	0.787	0.667	පෙළඹවීම
ten	0.562	0.260	0.406	දස
tenable	0.741	0.412	0.636	දරාගත හැකි
tenacious	0.724	0.658	0.692	දෘඪ
tenacity	0.740	0.657	0.889	ස්ථාවරත්වය
tenancy	0.500	0.458	0.605	කුලී නිවැසියන්
tenant	0.385	0.360	0.398	කුලී නිවැසියා
tend	0.604	0.398	0.412	නැඹුරු
tendency	0.684	0.500	0.675	නැඹුරුව
tender	0.630	0.520	0.509	ටෙන්ඩර්
tenderfoot	0.469	0.421	0.438	ටෙන්ඩර්පාට්
tenderness	0.949	0.276	0.367	මුදු මොළොක් බව
tending	0.622	0.556	0.594	සාත්තු කරනවා
tendon	0.341	0.271	0.463	කණ්ඩරාව
tenement	0.470	0.384	0.550	කුලී නිවාසය
tenet	0.667	0.333	0.636	මූලධර්මය
tenets	0.734	0.357	0.667	මූලධර්ම
tenfold	0.469	0.418	0.500	දස ගුණයකින්
tennis	0.622	0.519	0.431	ටෙනිස්
tenor	0.587	0.451	0.500	කුලී කාලය
tense	0.396	0.439	0.655	ආතතිය
tensile	0.458	0.510	0.618	ආතන්ය
tension	0.304	0.810	0.529	ආතතිය
tent	0.510	0.275	0.333	කූඩාරම
tentacle	0.370	0.559	0.398	කූඩාරම
tentative	0.582	0.657	0.534	තාවකාලික
tenth	0.510	0.349	0.382	දහවන
tenths	0.406	0.294	0.284	දසයෙන්
tenuous	0.398	0.263	0.276	සිහින්
tenure	0.615	0.472	0.611	ධුර කාලය
tepee	0.500	0.337	0.373	ටීපී
tepid	0.337	0.327	0.237	උෂ්ණාධික
tequila	0.612	0.710	0.536	ටෙකීලා
teriyaki	0.646	0.449	0.431	ටෙරියාකි
term	0.450	0.255	0.598	වාරය
terminal	0.316	0.434	0.483	පර්යන්තය
terminate	0.171	0.410	0.441	අවසන් කරන්න
termination	0.344	0.472	0.545	අවසන් කිරීම
terminator	0.370	0.663	0.737	ටර්මිනේටර්
terminology	0.612	0.284	0.566	පාරිභාෂිතය
terminus	0.281	0.382	0.615	පර්යන්තය
termite	0.265	0.480	0.408	වේයන්
terms	0.490	0.362	0.645	කොන්දේසි
tern	0.573	0.365	0.309	ටර්න්
ternary	0.550	0.406	0.480	ත්‍රිත්ව
terrace	0.615	0.269	0.411	ටෙරස්
terrain	0.540	0.300	0.472	භූමිය
terrestrial	0.542	0.413	0.582	භෞමික
terrible	0.061	0.849	0.604	භයානකයි
terribly	0.061	0.731	0.430	දරුණු ලෙස
terrier	0.562	0.540	0.431	ටෙරියර්
terrific	0.859	0.650	0.821	බිහිසුණු
terrified	0.090	0.902	0.387	භීතියට පත් විය
terrifies	0.083	0.923	0.500	භීතියට පත් කරයි
terrify	0.052	0.889	0.509	භීතියට පත් කරයි
terrifying	0.031	0.836	0.602	භයානකයි
territorial	0.405	0.600	0.766	භෞමික
territory	0.625	0.469	0.676	භූමිය
terror	0.069	0.902	0.415	භීෂණය
terrorism	0.060	0.971	0.673	ත්රස්තවාදය
terrorist	0.019	0.930	0.679	ත්රස්තවාදී
terrorists	0.062	0.967	0.688	ත්රස්තවාදීන්
terrorize	0.041	0.907	0.577	භීතියට පත් කරන්න
terse	0.542	0.393	0.409	දැඩි
tertiary	0.500	0.350	0.431	තෘතියික
test	0.449	0.500	0.509	පරීක්ෂණය
testament	0.594	0.420	0.806	ගිවිසුම
testicle	0.458	0.651	0.410	වෘෂණ කෝෂය
testicular	0.388	0.680	0.453	වෘෂණ කෝෂ
testify	0.521	0.650	0.741	සාක්ෂි දෙනවා
testimonial	0.541	0.538	0.750	සහතිකය
testimony	0.615	0.578	0.643	සාක්ෂිය
testosterone	0.573	0.840	0.775	ටෙස්ටොස්ටෙරෝන්
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	ටෙටනස්
tether	0.323	0.620	0.407	ටෙදර්
tethered	0.260	0.472	0.351	බැඳ ඇත
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	පෙළ
textbook	0.622	0.235	0.526	පෙළ පොත
textile	0.604	0.235	0.395	රෙදිපිළි
textural	0.660	0.296	0.445	පාඨමය
texture	0.615	0.215	0.412	වයනය
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	ස්තුතියි
thankful	0.969	0.344	0.714	ස්තුතිවන්ත වෙනවා
